2009,4,14,LNC,BUY,100
2009,4,21,LNC,SELL,100
2009,4,16,LNC,BUY,100
2009,4,23,LNC,SELL,100
2009,4,20,LNC,BUY,100
2009,4,27,LNC,SELL,100
2009,4,27,LNC,BUY,100
2009,5,4,LNC,SELL,100
2008,11,10,LTD,BUY,100
2008,11,17,LTD,SELL,100
2009,1,9,LTD,BUY,100
2009,1,16,LTD,SELL,100
2009,4,6,LTD,BUY,100
2009,4,14,LTD,SELL,100
2008,11,12,LUV,BUY,100
2008,11,19,LUV,SELL,100
2008,11,17,LUV,BUY,100
2008,11,24,LUV,SELL,100
2009,10,15,LUV,BUY,100
2009,10,22,LUV,SELL,100
2008,10,10,M,BUY,100
2008,10,17,M,SELL,100
2008,10,15,M,BUY,100
2008,10,22,M,SELL,100
2008,10,17,M,BUY,100
2008,10,24,M,SELL,100
2008,10,22,M,BUY,100
2008,10,29,M,SELL,100
2008,11,10,M,BUY,100
2008,11,17,M,SELL,100
2008,12,22,M,BUY,100
2008,12,30,M,SELL,100
2009,1,12,M,BUY,100
2009,1,20,M,SELL,100
2009,1,14,M,BUY,100
2009,1,22,M,SELL,100
2009,1,29,M,BUY,100
2009,2,5,M,SELL,100
2009,4,6,M,BUY,100
2009,4,14,M,SELL,100
2008,10,27,MAS,BUY,100
2008,11,3,MAS,SELL,100
2008,11,5,MAS,BUY,100
2008,11,12,MAS,SELL,100
2008,12,11,MAS,BUY,100
2008,12,18,MAS,SELL,100
2008,12,15,MAS,BUY,100
2008,12,22,MAS,SELL,100
2009,1,20,MAS,BUY,100
2009,1,27,MAS,SELL,100
2009,4,27,MAS,BUY,100
2009,5,4,MAS,SELL,100
2009,5,13,MAS,BUY,100
2009,5,20,MAS,SELL,100
2009,5,21,MAS,BUY,100
2009,5,29,MAS,SELL,100
2009,6,12,MAS,BUY,100
2009,6,19,MAS,SELL,100
2009,3,9,MOLX,BUY,100
2009,3,16,MOLX,SELL,100
2008,10,10,MS,BUY,100
2008,10,17,MS,SELL,100
2008,11,20,MS,BUY,100
2008,11,28,MS,SELL,100
2008,11,20,MWV,BUY,100
2008,11,28,MWV,SELL,100
2009,2,19,MWV,BUY,100
2009,2,26,MWV,SELL,100
2008,10,6,MYL,BUY,100
